"hgnc_id"	"family_id"
"2855"	"1178"
"32395"	"1178"
"2856"	"1178"
"2857"	"1178"
"4571"	"1200"
"4572"	"1200"
"4573"	"1200"
"4532"	"200"
"24827"	"200"
"16824"	"200"
"9582"	"208"
"4524"	"216"
"15836"	"216"
"30134"	"1301"
"25988"	"1301"
"4421"	"227"
"16341"	"227"
"4518"	"239"
"16454"	"239"
"4522"	"242"
"4530"	"242"
"8153"	"245"
"8154"	"245"
"8155"	"245"
"8156"	"245"
"4574"	"1200"
"25726"	"1301"
"26265"	"1301"
"17956"	"1301"
"17862"	"1301"
"3942"	"1333"
"28880"	"2207"
"30242"	"2207"
"28611"	"1333"
"24825"	"1333"
"31682"	"1333"
"18752"	"1333"
"5853"	"353"
"5855"	"353"
"5856"	"353"
"5857"	"353"
"5858"	"353"
"5859"	"353"
"5860"	"353"
"5861"	"353"
"5863"	"353"
"5864"	"353"
"8486"	"156"
"15093"	"156"
"15094"	"156"
"15095"	"156"
"15319"	"156"
"15320"	"156"
"15321"	"156"
"15322"	"156"
"31940"	"156"
"14718"	"156"
"15324"	"156"
"15325"	"156"
"15338"	"156"
"15339"	"156"
"14761"	"156"
"15327"	"156"
"15096"	"156"
"15097"	"156"
"14724"	"156"
"15328"	"156"
"15340"	"156"
"31288"	"156"
"1066"	"61"
"17615"	"61"
"12929"	"61"
"10066"	"61"
"28264"	"61"
"21156"	"61"
"30341"	"61"
"1955"	"173"
"13800"	"173"
"1956"	"173"
"1957"	"173"
"1958"	"173"
"1959"	"173"
"15963"	"173"
"1960"	"173"
"14079"	"173"
"1961"	"173"
"1962"	"173"
"1963"	"173"
"1964"	"173"
"1965"	"173"
"1966"	"173"
"1967"	"173"
"5865"	"353"
"5866"	"353"
"5867"	"353"
"5868"	"353"
"5869"	"353"
"5876"	"353"
"5877"	"353"
"5878"	"353"
"5879"	"353"
"5880"	"353"
"1950"	"180"
"1951"	"180"
"1952"	"180"
"1953"	"180"
"1954"	"180"
"2159"	"202"
"2160"	"202"
"7463"	"209"
"7464"	"209"
"19718"	"217"
"17318"	"217"
"24883"	"217"
"14666"	"217"
"1029"	"223"
"1030"	"223"
"4848"	"228"
"4849"	"228"
"5881"	"353"
"5882"	"353"
"17425"	"240"
"4525"	"240"
"7956"	"243"
"7957"	"243"
"9329"	"243"
"7958"	"243"
"7959"	"243"
"2148"	"250"
"2149"	"250"
"2150"	"250"
"2152"	"250"
"2151"	"250"
"2153"	"250"
"4845"	"250"
"4846"	"250"
"19183"	"250"
"16882"	"250"
"6196"	"1368"
"19355"	"1368"
"34397"	"1368"
"20968"	"1368"
"19441"	"1368"
"11330"	"257"
"11331"	"257"
"11332"	"257"
"11333"	"257"
"11334"	"257"
"16389"	"1368"
"9337"	"972"
"9338"	"972"
"9339"	"972"
"9340"	"972"
"9366"	"972"
"9367"	"972"
"3434"	"1125"
"3435"	"1125"
"3436"	"1125"
"3437"	"1125"
"9181"	"1125"
"12814"	"1125"
"12816"	"1125"
"2718"	"1125"
"32801"	"1806"
"32802"	"1806"
"35275"	"1806"
"35305"	"1806"
"35306"	"1806"
"35307"	"1806"
"35308"	"1806"
"35309"	"1806"
"35326"	"1806"
"35342"	"1806"
"35343"	"1806"
"35344"	"1806"
"35345"	"1806"
"41768"	"1806"
"35352"	"1806"
"35353"	"1806"
"35354"	"1806"
"35355"	"1806"
"35276"	"1806"
"35285"	"1806"
"35331"	"1806"
"35330"	"1806"
"41882"	"1806"
"35351"	"1806"
"37312"	"1806"
"38354"	"1806"
"38298"	"1806"
"38316"	"1806"
"38302"	"1806"
"38255"	"1806"
"38248"	"1806"
"41734"	"1806"
"38980"	"1806"
"38929"	"1806"
"32826"	"1806"
"32835"	"1806"
"3381"	"773"
"3531"	"773"
"11777"	"773"
"11778"	"773"
"11779"	"773"
"11780"	"773"
"11781"	"773"
"16255"	"773"
"30790"	"773"
"18275"	"861"
"23842"	"861"
"20763"	"861"
"935"	"861"
"14078"	"861"
"1001"	"861"
"1002"	"861"
"1120"	"861"
"21445"	"861"
"23844"	"861"
"26340"	"861"
"33758"	"861"
"37214"	"861"
"27145"	"861"
"15504"	"861"
"15854"	"861"
"19897"	"861"
"18269"	"861"
"21019"	"861"
"21228"	"861"
"1568"	"861"
"3345"	"861"
"4137"	"861"
"23843"	"861"
"15808"	"861"
"4909"	"861"
"18595"	"861"
"17853"	"861"
"6108"	"861"
"16951"	"861"
"29104"	"861"
"25731"	"861"
"37227"	"861"
"21751"	"861"
"22934"	"861"
"23761"	"861"
"25340"	"861"
"25266"	"861"
"30691"	"861"
"23236"	"861"
"22401"	"861"
"23177"	"861"
"6352"	"861"
"18829"	"861"
"19008"	"861"
"19360"	"861"
"22931"	"861"
"29266"	"861"
"29347"	"861"
"24023"	"861"
"29120"	"861"
"6353"	"861"
"25056"	"861"
"29041"	"861"
"25888"	"861"
"27506"	"861"
"25947"	"861"
"8318"	"165"
"19579"	"165"
"19580"	"165"
"15206"	"165"
"15207"	"165"
"15208"	"165"
"15209"	"165"
"15210"	"165"
"15211"	"165"
"15212"	"165"
"14766"	"165"
"14769"	"165"
"14793"	"165"
"15213"	"165"
"15214"	"165"
"15215"	"165"
"15216"	"165"
"15217"	"165"
"15218"	"165"
"15219"	"165"
"15220"	"165"
"15221"	"165"
"14760"	"165"
"14797"	"165"
"14799"	"165"
"15222"	"165"
"15223"	"165"
"15224"	"165"
"14785"	"165"
"14788"	"165"
"15225"	"165"
"15226"	"165"
"14853"	"165"
"15228"	"165"
"15229"	"165"
"15230"	"165"
"15231"	"165"
"15232"	"165"
"15233"	"165"
"15234"	"165"
"15235"	"165"
"14805"	"165"
"15236"	"165"
"15237"	"165"
"15238"	"165"
"15239"	"165"
"14790"	"165"
"15240"	"165"
"19596"	"165"
"5297"	"172"
"5298"	"172"
"24003"	"172"
"24004"	"172"
"24005"	"172"
"5883"	"353"
"5884"	"353"
"5885"	"353"
"5886"	"353"
"5887"	"353"
"5888"	"353"
"5889"	"353"
"25732"	"861"
"25623"	"861"
"19741"	"861"
"29404"	"861"
"6354"	"861"
"24770"	"861"
"262"	"211"
"263"	"211"
"264"	"211"
"268"	"211"
"8743"	"973"
"8744"	"973"
"1570"	"224"
"1571"	"224"
"4479"	"235"
"20867"	"235"
"21353"	"861"
"21221"	"861"
"400"	"1410"
"6722"	"1410"
"17173"	"1410"
"1639"	"1410"
"18171"	"1410"
"1653"	"1410"
"1682"	"1410"
"1688"	"1410"
"1704"	"1410"
"16892"	"1410"
"1939"	"1410"
"3039"	"1410"
"14656"	"1410"
"14685"	"1410"
"3693"	"1410"
"14388"	"1410"
"26361"	"1410"
"11284"	"1967"
"11285"	"1967"
"25812"	"1967"
"4551"	"1967"
"27365"	"1967"
"5344"	"1410"
"5345"	"1410"
"5346"	"1410"
"5347"	"1410"
"5348"	"1410"
"5952"	"1410"
"28539"	"1410"
"29504"	"176"
"5890"	"353"
"5891"	"353"
"5892"	"353"
"5893"	"353"
"5894"	"353"
"5895"	"353"
"5896"	"353"
"3166"	"205"
"3168"	"205"
"14298"	"205"
"4478"	"205"
"13307"	"205"
"15520"	"205"
"3537"	"219"
"3538"	"219"
"3539"	"219"
"3540"	"219"
"3179"	"225"
"3180"	"225"
"6929"	"236"
"8086"	"2093"
"8087"	"2093"
"8088"	"2093"
"8090"	"2093"
"53738"	"2093"
"12035"	"2139"
"17704"	"2139"
"29816"	"2139"
"15600"	"2139"
"17806"	"2139"
"12032"	"2139"
"12036"	"2139"
"12033"	"2139"
"23235"	"2139"
"20456"	"2139"
"30932"	"2139"
"12034"	"2139"
"1135"	"458"
"1136"	"458"
"1137"	"458"
"13229"	"458"
"1138"	"458"
"1139"	"458"
"1140"	"458"
"42540"	"458"
"1142"	"458"
"1143"	"458"
"26131"	"458"
"24176"	"458"
"15743"	"458"
"7197"	"458"
"33993"	"458"
"4685"	"820"
"4684"	"820"
"4687"	"820"
"4686"	"820"
"7"	"2148"
"23336"	"2148"
"9750"	"2148"
"18294"	"427"
"32456"	"427"
"37258"	"427"
"23159"	"427"
"26483"	"427"
"20887"	"427"
"4706"	"427"
"4707"	"427"
"8957"	"427"
"14957"	"1494"
"14958"	"1494"
"29676"	"1494"
"33128"	"41"
"18156"	"41"
"24436"	"41"
"20999"	"41"
"18431"	"41"
"19748"	"41"
"33159"	"41"
"24157"	"41"
"15919"	"41"
"17152"	"41"
"188"	"47"
"189"	"47"
"190"	"47"
"193"	"47"
"195"	"47"
"196"	"47"
"197"	"47"
"187"	"47"
"44366"	"47"
"198"	"47"
"199"	"47"
"200"	"47"
"201"	"47"
"202"	"47"
"203"	"47"
"206"	"47"
"207"	"47"
"208"	"47"
"15479"	"47"
"15478"	"47"
"209"	"47"
"210"	"47"
"212"	"47"
"213"	"47"
"214"	"47"
"215"	"47"
"216"	"47"
"217"	"50"
"13201"	"50"
"14605"	"50"
"1366"	"50"
"14899"	"50"
"16305"	"50"
"17108"	"50"
"17109"	"50"
"17110"	"50"
"17111"	"50"
"218"	"50"
"17178"	"50"
"219"	"50"
"220"	"50"
"221"	"50"
"222"	"50"
"223"	"50"
"224"	"50"
"13202"	"50"
"232"	"53"
"21285"	"53"
"233"	"53"
"234"	"53"
"235"	"53"
"236"	"53"
"237"	"53"
"238"	"53"
"239"	"53"
"240"	"53"
"28539"	"56"
"28518"	"56"
"31421"	"56"
"26950"	"56"
"8746"	"973"
"8747"	"973"
"8569"	"973"
"8748"	"973"
"20001"	"973"
"8568"	"973"
"15456"	"973"
"4170"	"82"
"4171"	"82"
"4172"	"82"
"4173"	"82"
"15802"	"82"
"4174"	"82"
"29941"	"82"
"29989"	"82"
"30778"	"82"
"7410"	"82"
"7411"	"82"
"23784"	"82"
"9965"	"82"
"12340"	"82"
"37245"	"82"
"7618"	"1180"
"7619"	"1180"
"14947"	"1180"
"14941"	"1180"
"15850"	"1180"
"4575"	"1202"
"4576"	"1202"
"11728"	"1334"
"11729"	"1334"
"19246"	"1334"
"17284"	"1334"
"25070"	"1334"
"11824"	"1334"
"21597"	"974"
"30211"	"974"
"87"	"974"
"21497"	"974"
"88"	"974"
"89"	"974"
"90"	"974"
"91"	"974"
"92"	"974"
"6186"	"974"
"4189"	"974"
"186"	"1302"
"31853"	"1302"
"468"	"1302"
"469"	"1302"
"470"	"1302"
"1839"	"1302"
"1852"	"533"
"6199"	"533"
"6200"	"533"
"18800"	"533"
"18801"	"533"
"14523"	"533"
"18333"	"533"
"18334"	"533"
"18335"	"533"
"18336"	"533"
"18332"	"533"
"18331"	"533"
"9380"	"2144"
"9381"	"2144"
"9382"	"2144"
"9388"	"2144"
"9390"	"2144"
"9391"	"2144"
"9392"	"2144"
"17720"	"1070"
"19953"	"1070"
"7601"	"1099"
"15576"	"1099"
"5897"	"353"
"5898"	"353"
"5899"	"353"
"5900"	"353"
"5901"	"353"
"5902"	"353"
"5903"	"353"
"5904"	"353"
"5905"	"353"
"5906"	"353"
"5907"	"353"
"5908"	"353"
"5909"	"353"
"5910"	"353"
"5911"	"353"
"5912"	"353"
"5913"	"353"
"5914"	"353"
"5915"	"353"
"5916"	"353"
"5917"	"353"
"5918"	"353"
"5919"	"353"
"5920"	"353"
"5921"	"353"
"5922"	"353"
"5923"	"353"
"5924"	"353"
"5925"	"353"
"5926"	"353"
"5927"	"353"
"5928"	"353"
"5929"	"353"
"5930"	"353"
"5931"	"353"
"5933"	"353"
"5934"	"353"
"5935"	"353"
"5936"	"353"
"5937"	"353"
"5938"	"353"
"5939"	"353"
"5940"	"353"
"5941"	"353"
"5942"	"353"
"5943"	"353"
"5944"	"353"
"15692"	"353"
"5945"	"353"
"15690"	"353"
"15691"	"353"
"9440"	"65"
"20856"	"65"
"23193"	"65"
"23194"	"65"
"20854"	"65"
"20855"	"65"
"23187"	"65"
"23188"	"65"
"23189"	"65"
"23190"	"65"
"23191"	"65"
"23192"	"65"
"26634"	"861"
"26597"	"861"
"17844"	"861"
"34435"	"861"
"6355"	"861"
"30372"	"861"
"16905"	"861"
"6356"	"861"
"18653"	"861"
"15646"	"861"
"18644"	"861"
"18732"	"861"
"6564"	"861"
"26077"	"60"
"26655"	"60"
"33609"	"60"
"28038"	"60"
"28728"	"60"
"29269"	"60"
"26025"	"60"
"30550"	"60"
"17393"	"60"
"23356"	"60"
"25139"	"60"
"6742"	"861"
"14955"	"861"
"20967"	"861"
"23846"	"861"
"13071"	"861"
"18243"	"861"
"1914"	"861"
"35035"	"841"
"35033"	"841"
"35048"	"841"
"35099"	"841"
"35076"	"841"
"35051"	"841"
"35112"	"841"
"18738"	"861"
"447"	"64"
"20710"	"64"
"20711"	"64"
"20721"	"64"
"30803"	"64"
"33273"	"64"
"9228"	"1067"
"9230"	"1067"
"9229"	"1067"
"23531"	"1067"
"25026"	"1067"
"23682"	"1067"
"28174"	"1067"
"18756"	"861"
"18757"	"861"
"23845"	"861"
"11254"	"861"
"27934"	"861"
"11894"	"861"
"20259"	"861"
"30953"	"861"
"16740"	"861"
"19066"	"861"
"12860"	"861"
"12930"	"861"
"12936"	"861"
"13030"	"861"
"20868"	"861"
"13503"	"861"
"13083"	"861"
"13085"	"861"
"21143"	"861"
"13112"	"861"
"23383"	"861"
"22918"	"861"
"16763"	"861"
"16682"	"861"
"31446"	"861"
"28365"	"861"
"26636"	"861"
"29014"	"861"
"23847"	"861"
"15689"	"353"
"29045"	"861"
"24819"	"861"
"32550"	"861"
"17908"	"861"
"25001"	"861"
"23715"	"861"
"16094"	"861"
"26955"	"861"
"4930"	"861"
"19883"	"861"
"23836"	"861"
"16764"	"861"
"18078"	"861"
"18668"	"861"
"31700"	"861"
"24172"	"861"
"37057"	"861"
"28323"	"861"
"12915"	"861"
"2985"	"822"
"2986"	"822"
"37962"	"822"
"17056"	"822"
"15584"	"822"
"15585"	"822"
"15587"	"822"
"15588"	"822"
"15589"	"822"
"19859"	"822"
"25993"	"1127"
"29566"	"1127"
"23497"	"1127"
"23496"	"1127"
"31703"	"1127"
"652"	"357"
"7602"	"1100"
"7603"	"1100"
"7604"	"1100"
"7881"	"1689"
"7882"	"1689"
"7883"	"1689"
"7884"	"1689"
"38353"	"1868"
"38325"	"1868"
"38214"	"1868"
"50838"	"1868"
"11304"	"1876"
"11299"	"1876"
"11300"	"1876"
"11301"	"1876"
"11302"	"1876"
"11303"	"1876"
"29435"	"158"
"24148"	"158"
"29237"	"158"
"14781"	"167"
"14786"	"167"
"14791"	"167"
"14792"	"167"
"15244"	"167"
"15245"	"167"
"15247"	"167"
"15248"	"167"
"3020"	"181"
"3023"	"181"
"3024"	"181"
"3025"	"181"
"3026"	"181"
"1319"	"196"
"1338"	"196"
"4527"	"196"
"3826"	"198"
"3827"	"198"
"3828"	"198"
"3165"	"206"
"3169"	"206"
"3167"	"206"
"3170"	"206"
"14299"	"206"
"8533"	"214"
"15459"	"214"
"8534"	"214"
"8535"	"214"
"8536"	"214"
"8538"	"214"
"8537"	"214"
"336"	"221"
"338"	"221"
"4132"	"226"
"4133"	"226"
"4134"	"226"
"6930"	"236"
"6931"	"236"
"6932"	"236"
"6933"	"236"
"23631"	"241"
"8039"	"244"
"8040"	"244"
"18182"	"247"
"20820"	"247"
"28240"	"254"
"11526"	"258"
"11527"	"258"
"11528"	"258"
"12694"	"264"
"12695"	"264"
"242"	"264"
"1440"	"265"
"16709"	"265"
"2357"	"266"
"2358"	"266"
"4192"	"269"
"4266"	"269"
"4271"	"269"
"4324"	"269"
"4325"	"269"
"10608"	"269"
"9608"	"270"
"9609"	"270"
"6218"	"274"
"6219"	"274"
"6220"	"274"
"6221"	"274"
"6222"	"274"
"6224"	"274"
"6225"	"274"
"6226"	"274"
"6231"	"274"
"6232"	"274"
"6233"	"274"
"6234"	"274"
"6235"	"274"
"6236"	"274"
"6237"	"274"
"6238"	"274"
"6239"	"274"
"6246"	"274"
"6248"	"274"
"6249"	"274"
"18306"	"274"
"19697"	"274"
"6250"	"274"
"34617"	"841"
"35117"	"841"
"35091"	"841"
"34778"	"841"
"35062"	"841"
"34965"	"841"
"35085"	"841"
"35015"	"841"
"35018"	"841"
"35022"	"841"
"34614"	"841"
"35100"	"841"
"35087"	"841"
"35088"	"841"
"7475"	"843"
"7477"	"843"
"7478"	"843"
"7479"	"843"
"7481"	"843"
"7486"	"843"
"7487"	"843"
"7488"	"843"
"7489"	"843"
"7490"	"843"
"7491"	"843"
"17916"	"76"
"19158"	"76"
"32962"	"76"
"19159"	"76"
"18413"	"76"
"20341"	"76"
"20342"	"76"
"20714"	"76"
"18412"	"76"
"20712"	"76"
"20713"	"76"
"18469"	"76"
"20749"	"76"
"20750"	"76"
"20106"	"76"
"28654"	"76"
"27387"	"76"
"18470"	"76"
"18471"	"76"
"18472"	"76"
"19160"	"76"
"18459"	"76"
"18474"	"76"
"18475"	"76"
"7492"	"843"
"7493"	"843"
"7494"	"843"
"7495"	"843"
"7496"	"843"
"7497"	"843"
"7498"	"843"
"7499"	"843"
"7500"	"843"
"7501"	"843"
"7502"	"843"
"27168"	"1035"
"28157"	"1035"
"20880"	"1035"
"24865"	"1035"
"654"	"357"
"655"	"357"
"7605"	"1101"
"14291"	"1583"
"5286"	"170"
"5287"	"170"
"5289"	"170"
"26253"	"86"
"12989"	"86"
"13054"	"86"
"13055"	"86"
"13029"	"86"
"13050"	"86"
"14290"	"1583"
"14289"	"1583"
"14287"	"1583"
"15529"	"1583"
"5291"	"170"
"5292"	"170"
"5293"	"170"
"5294"	"170"
"5295"	"170"
"5299"	"170"
"5300"	"170"
"5301"	"170"
"5302"	"170"
"16291"	"170"
"658"	"357"
"21212"	"975"
"1476"	"975"
"1477"	"975"
"1478"	"975"
"13249"	"975"
"16663"	"975"
"16664"	"975"
"11182"	"975"
"1479"	"975"
"1480"	"975"
"1482"	"975"
"1483"	"975"
"1484"	"975"
"1485"	"975"
"1486"	"975"
"471"	"1289"
"18239"	"1289"
"29096"	"1289"
"1052"	"1289"
"1053"	"1289"
"1054"	"1289"
"10824"	"1289"
"10830"	"1289"
"10831"	"1289"
"10832"	"1289"
"10833"	"1289"
"324"	"46"
"325"	"46"
"326"	"46"
"20885"	"46"
"20886"	"46"
"20880"	"46"
"30059"	"46"
"26756"	"46"
"25718"	"46"
"26032"	"46"
"28157"	"46"
"29565"	"1066"
"7606"	"1102"
"7607"	"1102"
"30528"	"1552"
"5232"	"1552"
"5233"	"1552"
"5234"	"1552"
"29679"	"1552"
"17315"	"1552"
"17310"	"1552"
"25010"	"1552"
"17312"	"1552"
"23581"	"1552"
"17316"	"1552"
"19696"	"1552"
"3512"	"431"
"3513"	"431"
"3515"	"431"
"3516"	"431"
"3518"	"431"
"8127"	"446"
"270"	"94"
"6600"	"94"
"228"	"1303"
"21172"	"1303"
"25151"	"1303"
"225"	"1303"
"226"	"1303"
"227"	"1303"
"30713"	"1303"
"30714"	"1303"
"32859"	"1806"
"43455"	"1806"
"35292"	"1806"
"17089"	"1252"
"17084"	"1252"
"19861"	"1252"
"26703"	"1252"
"15922"	"1260"
"20248"	"1260"
"4234"	"1260"
"10446"	"1260"
"1867"	"1269"
"2717"	"1269"
"2718"	"1269"
"4655"	"1269"
"4656"	"1269"
"4657"	"1269"
"4658"	"1269"
"21157"	"1269"
"9812"	"1269"
"9813"	"1269"
"10289"	"1269"
"10290"	"1269"
"10291"	"1269"
"30305"	"1269"
"14089"	"1269"
"13824"	"1269"
"7181"	"1269"
"6598"	"1269"
"4852"	"1305"
"4853"	"1305"
"1919"	"1305"
"1918"	"1305"
"16816"	"1305"
"7410"	"1305"
"7411"	"1305"
"23784"	"1305"
"6917"	"1305"
"17078"	"1495"
"17088"	"1495"
"28959"	"1495"
"6402"	"1495"
"19426"	"1495"
"26013"	"1495"
"4199"	"1495"
"659"	"357"
"662"	"357"
"692"	"357"
"22042"	"357"
"24046"	"357"
"31709"	"357"
"25419"	"357"
"22974"	"357"
"25945"	"357"
"27902"	"357"
"24096"	"357"
"32387"	"357"
"693"	"357"
"694"	"357"
"695"	"357"
"698"	"357"
"656"	"357"
"696"	"357"
"7608"	"1103"
"7609"	"1103"
"6918"	"1305"
"9887"	"1305"
"9890"	"1305"
"25231"	"105"
"28476"	"105"
"21023"	"105"
"28145"	"105"
"24877"	"105"
"28304"	"105"
"26825"	"105"
"8014"	"106"
"17948"	"106"
"2428"	"106"
"1493"	"131"
"25695"	"131"
"29419"	"131"
"3418"	"131"
"5330"	"131"
"29685"	"131"
"6512"	"131"
"17095"	"131"
"6898"	"131"
"25133"	"131"
"9751"	"131"
"9870"	"131"
"21406"	"131"
"12651"	"131"
"21642"	"131"
"12729"	"131"
"12730"	"131"
"12840"	"131"
"24249"	"131"
"20"	"132"
"21022"	"132"
"2678"	"132"
"25538"	"132"
"3418"	"132"
"21062"	"132"
"3592"	"132"
"17800"	"132"
"4162"	"132"
"4816"	"132"
"4817"	"132"
"6215"	"132"
"7643"	"132"
"26274"	"132"
"30563"	"132"
"10537"	"132"
"17697"	"132"
"11572"	"132"
"30740"	"132"
"8177"	"160"
"8178"	"160"
"13963"	"160"
"23052"	"357"
"31111"	"357"
"13210"	"357"
"25192"	"357"
"25564"	"357"
"23592"	"357"
"17113"	"1346"
"25724"	"1346"
"26754"	"1346"
"19127"	"389"
"19323"	"389"
"687"	"389"
"5174"	"389"
"5173"	"389"
"6407"	"389"
"7227"	"389"
"17899"	"389"
"17898"	"389"
"7989"	"389"
"9839"	"389"
"9840"	"389"
"9855"	"389"
"9857"	"389"
"9861"	"389"
"9862"	"389"
"21165"	"389"
"18229"	"389"
"16954"	"389"
"30295"	"389"
"23802"	"389"
"23804"	"389"
"30289"	"389"
"15980"	"389"
"26213"	"389"
"10011"	"389"
"21166"	"389"
"10023"	"389"
"10017"	"389"
"10447"	"389"
"17271"	"389"
"3708"	"1267"
